order_item_id,order_id,product_id,quantity,unit_price,discount_pct
179,100092,1040,1,123.72,0.00
180,100093,1009,1,40.20,0.00
181,100093,1025,1,24.20,0.05
182,100093,1048,1,18.53,0.05
183,100094,1020,1,41.32,0.00
184,100094,1036,3,193.46,0.20
185,100095,1079,1,74.62,0.10
186,100095,1050,2,79.54,0.15
187,100095,1066,1,18.19,0.10
188,100096,1064,1,42.55,0.10
189,100096,1052,2,67.85,0.20
190,100097,1031,1,146.40,0.00
191,100097,1055,3,50.44,0.10
192,100098,1057,1,56.24,0.00
193,100099,1056,1,26.43,0.20
194,100099,1064,1,42.55,0.05
195,100100,1011,1,47.68,0.10
196,100101,1010,1,42.65,0.10
197,100102,1036,1,193.46,0.10
198,100102,1018,4,17.88,0.20
199,100103,1052,3,67.85,0.20
200,100104,1020,3,41.32,0.00
201,100104,1030,2,125.08,0.00
202,100104,1061,1,10.53,0.10
203,100105,1025,1,24.20,0.15
204,100106,1017,1,25.52,0.15
205,100107,1052,2,67.85,0.15
206,100108,1018,1,17.88,0.00
207,100109,1049,1,53.08,0.05
208,100110,1058,2,26.06,0.00
209,100110,1012,1,6.77,0.15
210,100111,1026,1,22.74,0.05
211,100112,1048,1,18.53,0.00
212,100112,1042,3,205.47,0.05
213,100113,1009,1,40.20,0.20
214,100113,1027,1,123.47,0.00
215,100114,1040,1,123.72,0.10
216,100114,1059,1,46.39,0.00
217,100115,1043,3,185.49,0.05
218,100116,1059,1,46.39,0.20
219,100116,1039,1,125.57,0.20
220,100117,1024,2,31.59,0.00
221,100117,1051,2,25.37,0.00
222,100118,1028,3,191.46,0.05
223,100118,1071,1,31.77,0.00
224,100118,1010,2,42.65,0.10
225,100118,1042,1,205.47,0.00
226,100119,1060,1,63.95,0.15
227,100119,1052,3,67.85,0.05
228,100120,1060,1,63.95,0.00
229,100121,1036,2,193.46,0.00
230,100122,1022,1,27.34,0.20
231,100122,1002,2,20.29,0.00
232,100123,1028,1,191.46,0.00
233,100123,1067,2,33.59,0.15
234,100124,1049,2,53.08,0.00
235,100125,1044,2,12.75,0.15
236,100125,1009,1,40.20,0.00
237,100125,1022,2,27.34,0.00
238,100125,1054,1,61.29,0.20
239,100126,1051,3,25.37,0.00
240,100126,1030,1,125.08,0.00
241,100126,1042,1,205.47,0.05
242,100126,1041,1,81.45,0.00
243,100127,1009,3,40.20,0.05
244,100128,1073,1,39.75,0.00
245,100128,1077,1,10.69,0.15
246,100128,1050,2,79.54,0.20
247,100129,1062,1,48.81,0.00
248,100129,1078,3,68.03,0.05
249,100129,1049,1,53.08,0.15
250,100130,1016,1,23.24,0.15
251,100130,1055,2,50.44,0.10
252,100131,1027,2,123.47,0.00
253,100132,1006,1,38.50,0.05
254,100133,1070,1,14.18,0.15
255,100134,1001,1,17.80,0.05
256,100135,1023,1,10.70,0.20
257,100136,1026,1,22.74,0.00
258,100137,1035,3,51.62,0.05
259,100137,1011,4,47.68,0.00
260,100138,1056,2,26.43,0.20
261,100138,1062,1,48.81,0.05
262,100139,1023,1,10.70,0.05
263,100140,1018,2,17.88,0.00
264,100141,1052,3,67.85,0.05
265,100142,1005,4,56.52,0.00
266,100143,1045,1,85.65,0.05
267,100143,1048,2,18.53,0.15
268,100143,1050,3,79.54,0.15
269,100144,1019,1,18.46,0.05
270,100144,1019,1,18.46,0.10
271,100145,1051,2,25.37,0.00
272,100145,1067,3,33.59,0.05
273,100145,1022,2,27.34,0.00
274,100145,1039,1,125.57,0.10
275,100146,1012,1,6.77,0.10
276,100146,1045,2,85.65,0.00
277,100146,1027,3,123.47,0.05
278,100146,1040,1,123.72,0.00
279,100147,1037,2,145.98,0.00
280,100148,1015,1,22.31,0.20
281,100149,1034,4,68.99,0.20
282,100149,1053,1,33.56,0.10
283,100149,1014,3,56.86,0.00
284,100150,1075,1,74.40,0.05
285,100151,1006,1,38.50,0.10
286,100151,1001,1,17.80,0.10
287,100151,1035,3,51.62,0.05
288,100152,1041,2,81.45,0.00
289,100153,1001,1,17.80,0.15
290,100153,1052,2,67.85,0.00
291,100153,1004,2,16.52,0.20
292,100154,1061,1,10.53,0.15
293,100154,1025,1,24.20,0.15
294,100155,1057,1,56.24,0.05
295,100155,1052,2,67.85,0.20
296,100156,1013,2,19.73,0.00
297,100156,1078,1,68.03,0.00
298,100156,1067,3,33.59,0.20
299,100157,1071,4,31.77,0.05
300,100157,1022,3,27.34,0.00
301,100158,1012,1,6.77,0.15
302,100158,1004,1,16.52,0.00
303,100158,1050,2,79.54,0.00
304,100158,1033,2,210.53,0.15
305,100159,1043,3,185.49,0.10
306,100160,1049,2,53.08,0.20
307,100160,1072,4,25.15,0.05
308,100161,1076,3,69.88,0.15
309,100162,1001,1,17.80,0.10
310,100162,1069,1,49.10,0.05
311,100163,1078,1,68.03,0.00
312,100164,1038,2,46.33,0.05
313,100164,1059,1,46.39,0.00
314,100164,1019,2,18.46,0.20
315,100165,1074,1,27.33,0.20
316,100166,1020,2,41.32,0.00
317,100166,1029,2,162.75,0.00
318,100166,1023,3,10.70,0.15
319,100167,1003,1,25.07,0.00
320,100168,1037,1,145.98,0.00
321,100168,1071,1,31.77,0.00
322,100169,1059,2,46.39,0.10
323,100169,1018,1,17.88,0.05
324,100170,1047,2,70.37,0.10
325,100170,1014,2,56.86,0.20
326,100171,1008,1,25.87,0.05
327,100172,1020,2,41.32,0.05
328,100172,1032,1,104.13,0.00
329,100173,1049,2,53.08,0.20
330,100173,1012,2,6.77,0.20
331,100174,1011,1,47.68,0.15
332,100175,1013,2,19.73,0.00
333,100175,1050,1,79.54,0.15
334,100176,1069,1,49.10,0.20
335,100176,1003,1,25.07,0.20
336,100177,1016,2,23.24,0.00
337,100177,1016,1,23.24,0.10
338,100178,1027,2,123.47,0.00
339,100179,1039,1,125.57,0.10
340,100180,1067,3,33.59,0.00
341,100181,1046,2,47.85,0.10
342,100181,1027,2,123.47,0.15
343,100182,1018,2,17.88,0.00
344,100182,1076,1,69.88,0.00
345,100182,1080,1,19.14,0.10
346,100183,1033,2,210.53,0.15
347,100184,1025,2,24.20,0.10
348,100184,1066,2,18.19,0.05
349,100184,1020,1,41.32,0.20
350,100184,1056,1,26.43,0.10
351,100185,1009,1,40.20,0.00
352,100185,1047,3,70.37,0.20
353,100186,1029,1,162.75,0.00
354,100187,1013,1,19.73,0.15
355,100187,1074,3,27.33,0.10
356,100187,1035,2,51.62,0.00
357,100188,1069,1,49.10,0.20
358,100188,1052,1,67.85,0.00
359,100188,1034,1,68.99,0.10
360,100189,1048,2,18.53,0.00
361,100190,1060,1,63.95,0.00
362,100191,1040,1,123.72,0.00
363,100191,1012,2,6.77,0.00
364,100191,1031,3,146.40,0.00
365,100192,1002,4,20.29,0.05
366,100192,1066,3,18.19,0.00
367,100193,1052,1,67.85,0.00
368,100193,1001,2,17.80,0.15
369,100194,1068,2,35.89,0.00
370,100194,1078,1,68.03,0.00
371,100194,1068,3,35.89,0.00
372,100194,1010,1,42.65,0.00
373,100195,1015,1,22.31,0.15
374,100196,1034,1,68.99,0.15
375,100196,1073,1,39.75,0.00
376,100197,1001,2,17.80,0.00
377,100198,1046,1,47.85,0.05
378,100199,1063,1,14.47,0.20
379,100200,1024,1,31.59,0.00
380,100201,1056,1,26.43,0.20
381,100202,1043,3,185.49,0.00
382,100203,1064,2,42.55,0.15
383,100203,1017,1,25.52,0.20
384,100204,1015,4,22.31,0.20
385,100205,1007,2,45.10,0.00
386,100205,1055,4,50.44,0.15
387,100206,1032,2,104.13,0.15
388,100206,1066,1,18.19,0.00
389,100206,1015,3,22.31,0.15
390,100207,1065,2,56.22,0.00
391,100208,1036,4,193.46,0.00
392,100209,1068,1,35.89,0.15
393,100210,1007,1,45.10,0.00
394,100211,1007,1,45.10,0.00
395,100212,1056,1,26.43,0.05
396,100212,1047,1,70.37,0.00
397,100213,1047,2,70.37,0.10
398,100213,1068,2,35.89,0.00
399,100214,1078,1,68.03,0.10
400,100215,1044,1,12.75,0.05
401,100215,1026,1,22.74,0.00
402,100216,1072,4,25.15,0.00
403,100216,1058,2,26.06,0.00
404,100216,1056,1,26.43,0.05
405,100217,1017,1,25.52,0.10
406,100217,1008,2,25.87,0.15
407,100218,1022,1,27.34,0.10
408,100218,1050,1,79.54,0.05
409,100218,1052,2,67.85,0.00
410,100218,1024,1,31.59,0.10
411,100219,1068,1,35.89,0.20
412,100219,1029,1,162.75,0.00
413,100220,1019,3,18.46,0.00
414,100221,1027,1,123.47,0.00
415,100222,1071,1,31.77,0.00
416,100222,1053,3,33.56,0.00
417,100222,1042,4,205.47,0.15
418,100222,1002,2,20.29,0.00
419,100223,1075,1,74.40,0.15
420,100223,1049,3,53.08,0.00
421,100223,1078,1,68.03,0.20
422,100223,1057,1,56.24,0.00
423,100224,1056,1,26.43,0.05
424,100225,1073,1,39.75,0.15
425,100226,1051,2,25.37,0.00
426,100227,1052,1,67.85,0.10
427,100227,1018,2,17.88,0.20
428,100228,1006,1,38.50,0.20
429,100228,1011,1,47.68,0.15
430,100228,1077,1,10.69,0.00
431,100229,1018,1,17.88,0.10
432,100230,1035,2,51.62,0.00
433,100231,1054,1,61.29,0.00
434,100231,1004,1,16.52,0.05
435,100231,1019,1,18.46,0.00
436,100232,1022,4,27.34,0.00
437,100233,1011,3,47.68,0.10
438,100234,1020,3,41.32,0.15
439,100234,1039,2,125.57,0.00
440,100235,1010,2,42.65,0.20
441,100235,1020,2,41.32,0.00
442,100235,1041,1,81.45,0.05
443,100235,1062,2,48.81,0.00
444,100236,1017,1,25.52,0.05
445,100237,1043,1,185.49,0.15
446,100238,1069,2,49.10,0.05
447,100238,1011,1,47.68,0.05
448,100239,1047,1,70.37,0.20
449,100240,1045,1,85.65,0.20
450,100241,1032,1,104.13,0.00
451,100241,1008,2,25.87,0.00
452,100241,1019,1,18.46,0.00
453,100241,1055,1,50.44,0.15
454,100242,1047,1,70.37,0.00
455,100243,1018,2,17.88,0.15
456,100244,1002,1,20.29,0.00
457,100244,1008,3,25.87,0.00
458,100245,1059,1,46.39,0.20
459,100246,1012,1,6.77,0.00
460,100247,1072,2,25.15,0.00
461,100247,1060,1,63.95,0.15
462,100247,1052,2,67.85,0.00
463,100248,1047,2,70.37,0.20
464,100249,1077,1,10.69,0.00
465,100250,1073,1,39.75,0.10
466,100251,1046,2,47.85,0.05
467,100252,1013,1,19.73,0.15
468,100252,1065,1,56.22,0.20
469,100252,1020,1,41.32,0.20
470,100252,1049,1,53.08,0.20
471,100253,1012,4,6.77,0.00
472,100253,1028,2,191.46,0.15
473,100253,1019,2,18.46,0.00
474,100254,1044,1,12.75,0.00
475,100254,1044,1,12.75,0.10
476,100254,1056,1,26.43,0.15
477,100254,1050,1,79.54,0.10
478,100255,1002,1,20.29,0.20
479,100255,1040,1,123.72,0.20
480,100256,1009,1,40.20,0.00
481,100257,1061,4,10.53,0.20
482,100258,1047,3,70.37,0.05
483,100258,1053,3,33.56,0.15
484,100259,1053,1,33.56,0.00
485,100260,1072,1,25.15,0.20
486,100261,1050,3,79.54,0.15
487,100262,1014,1,56.86,0.15
488,100262,1014,3,56.86,0.05
489,100262,1056,1,26.43,0.00
490,100263,1061,1,10.53,0.05
491,100263,1005,1,56.52,0.05
492,100264,1049,1,53.08,0.20
493,100264,1047,2,70.37,0.05
494,100265,1035,1,51.62,0.00
495,100265,1011,1,47.68,0.00
496,100266,1028,2,191.46,0.00
497,100267,1022,1,27.34,0.05
498,100267,1062,1,48.81,0.15
499,100267,1021,4,16.90,0.05
500,100268,1026,1,22.74,0.15
501,100268,1075,2,74.40,0.00
502,100268,1041,1,81.45,0.05
503,100269,1034,1,68.99,0.00
504,100269,1058,3,26.06,0.20
505,100270,1025,1,24.20,0.10
506,100271,1074,4,27.33,0.00
507,100272,1064,2,42.55,0.05
508,100272,1053,1,33.56,0.00
509,100272,1070,1,14.18,0.20
510,100273,1077,1,10.69,0.05
511,100274,1080,3,19.14,0.20
512,100274,1013,4,19.73,0.20
513,100275,1080,3,19.14,0.00
514,100276,1028,1,191.46,0.05
515,100276,1071,1,31.77,0.00
516,100276,1061,4,10.53,0.00
517,100277,1001,3,17.80,0.20
518,100277,1029,1,162.75,0.00
519,100278,1054,1,61.29,0.00
520,100279,1043,1,185.49,0.10
521,100279,1056,1,26.43,0.05
522,100280,1017,3,25.52,0.05
523,100280,1023,1,10.70,0.00
524,100281,1016,2,23.24,0.20
525,100282,1012,1,6.77,0.05
526,100283,1011,1,47.68,0.00
527,100283,1017,4,25.52,0.15
528,100284,1032,2,104.13,0.20
529,100284,1049,2,53.08,0.15
530,100285,1075,3,74.40,0.00
531,100285,1059,3,46.39,0.00
532,100286,1047,3,70.37,0.00
533,100286,1051,1,25.37,0.20
534,100287,1049,3,53.08,0.15
535,100287,1058,2,26.06,0.00
536,100288,1005,1,56.52,0.00
537,100288,1045,1,85.65,0.10
538,100289,1025,2,24.20,0.10
539,100289,1003,1,25.07,0.20
540,100289,1020,1,41.32,0.00
541,100289,1015,3,22.31,0.00
542,100290,1036,1,193.46,0.00
543,100291,1066,3,18.19,0.00
544,100291,1033,1,210.53,0.15
545,100292,1063,1,14.47,0.05
546,100292,1055,1,50.44,0.00
547,100292,1041,2,81.45,0.10
548,100293,1009,1,40.20,0.00
549,100293,1066,1,18.19,0.05
550,100294,1051,1,25.37,0.00
551,100294,1042,1,205.47,0.00
552,100295,1041,1,81.45,0.00
553,100296,1072,1,25.15,0.00
554,100296,1078,1,68.03,0.00
555,100296,1014,1,56.86,0.15
556,100297,1041,2,81.45,0.00
557,100297,1026,1,22.74,0.05
558,100297,1064,1,42.55,0.00
559,100298,1031,1,146.40,0.00
560,100298,1003,2,25.07,0.20
561,100299,1005,3,56.52,0.10
562,100299,1006,1,38.50,0.00
563,100299,1009,1,40.20,0.20
564,100299,1054,2,61.29,0.00
565,100300,1007,1,45.10,0.15
566,100300,1059,1,46.39,0.15
567,100301,1002,1,20.29,0.00
568,100302,1069,4,49.10,0.15
569,100302,1007,1,45.10,0.20
570,100302,1006,1,38.50,0.00
571,100303,1022,3,27.34,0.10
572,100304,1053,2,33.56,0.15
573,100304,1016,1,23.24,0.00
574,100304,1074,1,27.33,0.05
575,100305,1038,2,46.33,0.00
576,100306,1010,4,42.65,0.00
577,100306,1028,1,191.46,0.00
578,100307,1068,1,35.89,0.00
579,100307,1040,2,123.72,0.15
580,100307,1020,2,41.32,0.00
581,100308,1066,1,18.19,0.05
582,100308,1025,1,24.20,0.05
583,100308,1022,2,27.34,0.20
584,100309,1031,1,146.40,0.05
585,100309,1024,1,31.59,0.05
586,100310,1056,1,26.43,0.05
587,100311,1007,2,45.10,0.15
588,100312,1078,1,68.03,0.05
589,100313,1005,1,56.52,0.00
590,100314,1052,1,67.85,0.00
591,100314,1029,2,162.75,0.15
592,100315,1077,1,10.69,0.00
593,100316,1031,1,146.40,0.15
594,100316,1009,1,40.20,0.00
595,100317,1023,4,10.70,0.00
596,100318,1032,1,104.13,0.00
597,100318,1003,1,25.07,0.00
598,100319,1043,1,185.49,0.15
599,100320,1046,1,47.85,0.00
600,100320,1067,2,33.59,0.20
601,100321,1019,4,18.46,0.20
602,100321,1029,2,162.75,0.00
603,100322,1047,1,70.37,0.00
604,100322,1025,3,24.20,0.05
605,100322,1014,4,56.86,0.15
606,100322,1070,3,14.18,0.05
607,100323,1076,1,69.88,0.00
608,100324,1016,1,23.24,0.05
609,100324,1073,4,39.75,0.20
610,100324,1045,1,85.65,0.00
611,100325,1072,2,25.15,0.00
612,100326,1037,2,145.98,0.00
613,100327,1007,1,45.10,0.00
614,100327,1037,2,145.98,0.10
615,100327,1072,1,25.15,0.00
616,100328,1038,1,46.33,0.05
617,100328,1046,1,47.85,0.15
618,100328,1050,1,79.54,0.00
619,100328,1034,3,68.99,0.10
620,100329,1018,2,17.88,0.00
621,100329,1033,1,210.53,0.10
622,100329,1026,1,22.74,0.00
623,100330,1056,1,26.43,0.10
624,100331,1055,1,50.44,0.05
625,100331,1060,1,63.95,0.10
626,100332,1032,1,104.13,0.00
627,100333,1051,1,25.37,0.15
628,100334,1008,1,25.87,0.15
629,100335,1008,1,25.87,0.10
630,100335,1066,2,18.19,0.00
631,100336,1020,1,41.32,0.00
632,100337,1078,3,68.03,0.10
633,100338,1051,1,25.37,0.00
634,100338,1039,1,125.57,0.00
635,100339,1079,1,74.62,0.00
636,100339,1003,1,25.07,0.20
637,100339,1031,1,146.40,0.15
638,100340,1076,1,69.88,0.15
639,100341,1019,1,18.46,0.05
640,100341,1016,1,23.24,0.00
641,100341,1075,1,74.40,0.15
642,100342,1059,1,46.39,0.00
643,100342,1046,1,47.85,0.20
644,100343,1023,2,10.70,0.00
645,100343,1073,1,39.75,0.15
646,100344,1062,1,48.81,0.05
647,100345,1068,1,35.89,0.15
648,100345,1042,1,205.47,0.10
649,100345,1045,1,85.65,0.20
650,100346,1014,1,56.86,0.15
651,100347,1023,2,10.70,0.05
652,100348,1010,1,42.65,0.00
653,100348,1078,2,68.03,0.00
654,100348,1023,1,10.70,0.15
655,100349,1033,1,210.53,0.15
656,100350,1025,1,24.20,0.00
657,100350,1013,1,19.73,0.20
658,100351,1044,1,12.75,0.15
659,100351,1068,1,35.89,0.20
660,100351,1027,1,123.47,0.05
661,100352,1057,1,56.24,0.05
662,100352,1010,1,42.65,0.00
663,100352,1067,1,33.59,0.00
664,100353,1038,3,46.33,0.00
665,100354,1074,1,27.33,0.10
666,100355,1015,1,22.31,0.00
667,100355,1004,1,16.52,0.05
668,100356,1043,3,185.49,0.15
669,100356,1008,1,25.87,0.00
670,100357,1054,1,61.29,0.10
671,100358,1005,1,56.52,0.00
672,100359,1026,1,22.74,0.20
673,100360,1017,1,25.52,0.05
674,100361,1048,1,18.53,0.00
675,100361,1056,3,26.43,0.00
676,100361,1030,1,125.08,0.00
677,100361,1030,1,125.08,0.20
678,100362,1008,1,25.87,0.00
679,100363,1032,4,104.13,0.00
680,100363,1078,1,68.03,0.15
681,100364,1046,3,47.85,0.20
682,100365,1032,1,104.13,0.00
683,100366,1080,1,19.14,0.00
684,100367,1027,1,123.47,0.15
685,100367,1019,1,18.46,0.00
686,100368,1035,1,51.62,0.05
687,100368,1039,2,125.57,0.00
688,100368,1008,1,25.87,0.10
689,100369,1027,1,123.47,0.15
690,100370,1004,3,16.52,0.20
691,100370,1044,3,12.75,0.00
692,100370,1076,1,69.88,0.00
693,100371,1008,2,25.87,0.10
694,100371,1050,4,79.54,0.15
695,100371,1037,3,145.98,0.10
696,100371,1060,1,63.95,0.15
697,100372,1031,1,146.40,0.00
698,100372,1036,2,193.46,0.00
699,100372,1011,4,47.68,0.20
700,100372,1070,1,14.18,0.10
701,100373,1078,1,68.03,0.00
702,100374,1002,1,20.29,0.00
703,100375,1011,1,47.68,0.10
704,100375,1071,1,31.77,0.00
705,100376,1030,2,125.08,0.00
706,100376,1080,2,19.14,0.00
707,100377,1041,1,81.45,0.15
708,100378,1046,1,47.85,0.00
709,100379,1010,1,42.65,0.00
710,100380,1037,1,145.98,0.00
711,100380,1078,2,68.03,0.00
712,100381,1006,1,38.50,0.00
713,100382,1066,2,18.19,0.15
714,100382,1045,3,85.65,0.05
715,100383,1011,4,47.68,0.00
716,100383,1073,1,39.75,0.10
717,100383,1071,2,31.77,0.10
718,100383,1016,2,23.24,0.10
719,100384,1025,2,24.20,0.00
720,100385,1015,2,22.31,0.05
721,100386,1062,2,48.81,0.05
722,100386,1054,1,61.29,0.20
723,100386,1017,3,25.52,0.00
724,100386,1053,2,33.56,0.15
725,100387,1053,1,33.56,0.00
726,100388,1002,1,20.29,0.05
727,100388,1034,2,68.99,0.15
728,100388,1061,2,10.53,0.00
729,100389,1068,3,35.89,0.05
730,100390,1044,3,12.75,0.00
731,100391,1046,3,47.85,0.05
732,100391,1058,2,26.06,0.05
733,100392,1066,1,18.19,0.00
734,100392,1076,1,69.88,0.15
735,100392,1059,1,46.39,0.05
736,100393,1039,1,125.57,0.00
737,100394,1037,1,145.98,0.00
738,100394,1023,4,10.70,0.00
739,100394,1027,1,123.47,0.00
740,100394,1074,3,27.33,0.00
741,100395,1029,3,162.75,0.00
742,100395,1034,4,68.99,0.20
743,100396,1066,2,18.19,0.00
744,100396,1077,3,10.69,0.10
745,100397,1074,1,27.33,0.05
746,100398,1016,1,23.24,0.05
747,100398,1064,1,42.55,0.20
748,100399,1029,2,162.75,0.00
749,100399,1021,1,16.90,0.00
750,100399,1059,2,46.39,0.10
751,100400,1067,1,33.59,0.20
752,100400,1072,2,25.15,0.15
753,100400,1005,3,56.52,0.15
754,100400,1002,1,20.29,0.10
755,100401,1024,2,31.59,0.00
756,100401,1017,1,25.52,0.00
757,100402,1023,1,10.70,0.15
758,100402,1034,2,68.99,0.15
759,100403,1039,2,125.57,0.00
760,100403,1063,1,14.47,0.15
761,100403,1051,1,25.37,0.10
762,100403,1062,1,48.81,0.00
763,100404,1015,1,22.31,0.00
764,100404,1015,1,22.31,0.05
765,100405,1004,1,16.52,0.10
766,100405,1028,3,191.46,0.20
767,100406,1051,2,25.37,0.05
768,100407,1006,1,38.50,0.05
769,100408,1079,2,74.62,0.00
770,100408,1078,1,68.03,0.15
771,100409,1071,1,31.77,0.00
772,100410,1051,3,25.37,0.00
773,100410,1038,2,46.33,0.00
774,100410,1043,1,185.49,0.10
