order_item_id,order_id,product_id,quantity,unit_price,discount_pct
7606,104075,1059,1,46.39,0.00
7607,104075,1068,1,35.89,0.10
7608,104076,1021,1,16.90,0.10
7609,104077,1009,3,40.20,0.00
7610,104077,1011,1,47.68,0.15
7611,104077,1061,1,10.53,0.00
7612,104078,1025,4,24.20,0.15
7613,104079,1050,1,79.54,0.15
7614,104079,1037,1,145.98,0.15
7615,104080,1001,1,17.80,0.10
7616,104081,1016,2,23.24,0.15
7617,104081,1042,2,205.47,0.10
7618,104081,1058,1,26.06,0.00
7619,104082,1061,3,10.53,0.00
7620,104082,1051,3,25.37,0.00
7621,104083,1078,2,68.03,0.10
7622,104083,1064,2,42.55,0.10
7623,104083,1069,1,49.10,0.10
7624,104083,1078,1,68.03,0.00
7625,104084,1028,1,191.46,0.05
7626,104084,1044,1,12.75,0.15
7627,104085,1066,2,18.19,0.05
7628,104085,1025,1,24.20,0.00
7629,104086,1043,1,185.49,0.05
7630,104087,1059,1,46.39,0.00
7631,104088,1063,2,14.47,0.20
7632,104089,1061,1,10.53,0.00
7633,104089,1047,1,70.37,0.20
7634,104090,1073,1,39.75,0.10
7635,104090,1029,1,162.75,0.00
7636,104091,1012,1,6.77,0.00
7637,104091,1066,1,18.19,0.20
7638,104091,1028,1,191.46,0.00
7639,104091,1021,1,16.90,0.05
7640,104092,1055,2,50.44,0.05
7641,104092,1049,2,53.08,0.15
7642,104093,1058,1,26.06,0.15
7643,104094,1027,2,123.47,0.10
7644,104095,1055,2,50.44,0.20
7645,104096,1032,2,104.13,0.00
7646,104097,1036,1,193.46,0.05
7647,104098,1019,2,18.46,0.00
7648,104099,1044,3,12.75,0.15
7649,104100,1066,2,18.19,0.10
7650,104101,1019,2,18.46,0.00
7651,104102,1033,2,210.53,0.15
7652,104102,1007,1,45.10,0.05
7653,104103,1043,4,185.49,0.05
7654,104104,1078,1,68.03,0.00
7655,104105,1001,1,17.80,0.15
7656,104105,1060,1,63.95,0.10
7657,104105,1046,1,47.85,0.20
7658,104106,1064,1,42.55,0.20
7659,104106,1056,1,26.43,0.00
7660,104106,1077,1,10.69,0.05
7661,104107,1075,1,74.40,0.00
7662,104107,1024,2,31.59,0.15
7663,104108,1049,1,53.08,0.00
7664,104109,1026,1,22.74,0.10
7665,104109,1021,1,16.90,0.15
7666,104110,1017,2,25.52,0.10
7667,104110,1010,2,42.65,0.00
7668,104110,1018,1,17.88,0.00
7669,104111,1063,1,14.47,0.05
7670,104112,1030,2,125.08,0.00
7671,104113,1008,1,25.87,0.00
7672,104114,1039,3,125.57,0.00
7673,104115,1028,2,191.46,0.00
7674,104115,1062,1,48.81,0.00
7675,104116,1007,1,45.10,0.15
7676,104116,1045,3,85.65,0.00
7677,104117,1062,1,48.81,0.15
7678,104118,1054,1,61.29,0.00
7679,104118,1077,2,10.69,0.00
7680,104119,1018,2,17.88,0.05
7681,104119,1070,2,14.18,0.00
7682,104119,1022,1,27.34,0.15
7683,104120,1052,1,67.85,0.00
7684,104120,1076,2,69.88,0.20
7685,104120,1062,1,48.81,0.15
7686,104121,1011,1,47.68,0.00
7687,104121,1028,2,191.46,0.10
7688,104121,1020,1,41.32,0.20
7689,104122,1080,1,19.14,0.15
7690,104123,1017,2,25.52,0.00
7691,104124,1066,1,18.19,0.20
7692,104124,1045,2,85.65,0.15
7693,104125,1002,1,20.29,0.15
7694,104125,1047,1,70.37,0.00
7695,104126,1028,1,191.46,0.00
7696,104127,1010,1,42.65,0.00
7697,104127,1031,3,146.40,0.05
7698,104127,1029,2,162.75,0.00
7699,104128,1006,1,38.50,0.05
7700,104128,1020,1,41.32,0.10
7701,104129,1006,1,38.50,0.05
7702,104129,1040,3,123.72,0.00
7703,104130,1052,1,67.85,0.15
7704,104130,1056,1,26.43,0.00
7705,104130,1076,1,69.88,0.10
7706,104131,1053,1,33.56,0.00
7707,104132,1029,2,162.75,0.00
7708,104132,1068,1,35.89,0.00
7709,104133,1076,2,69.88,0.20
7710,104134,1044,2,12.75,0.20
7711,104135,1007,1,45.10,0.10
7712,104135,1049,1,53.08,0.00
7713,104136,1004,1,16.52,0.05
7714,104136,1054,1,61.29,0.05
7715,104136,1023,1,10.70,0.10
7716,104137,1060,1,63.95,0.00
7717,104138,1054,2,61.29,0.00
7718,104138,1028,1,191.46,0.15
7719,104138,1024,3,31.59,0.15
7720,104138,1071,1,31.77,0.00
7721,104139,1052,1,67.85,0.15
7722,104139,1079,1,74.62,0.00
7723,104140,1027,1,123.47,0.05
7724,104140,1014,2,56.86,0.00
7725,104141,1039,2,125.57,0.00
7726,104142,1078,2,68.03,0.20
7727,104142,1071,1,31.77,0.05
7728,104143,1015,1,22.31,0.20
7729,104143,1009,2,40.20,0.10
7730,104144,1072,1,25.15,0.10
7731,104145,1068,1,35.89,0.00
7732,104145,1061,2,10.53,0.20
7733,104146,1027,2,123.47,0.15
7734,104146,1075,4,74.40,0.00
7735,104147,1026,2,22.74,0.20
7736,104147,1075,1,74.40,0.20
7737,104147,1008,2,25.87,0.10
7738,104148,1061,1,10.53,0.00
7739,104148,1007,3,45.10,0.00
7740,104149,1077,1,10.69,0.00
7741,104149,1061,1,10.53,0.15
7742,104150,1062,1,48.81,0.05
7743,104150,1033,1,210.53,0.00
7744,104151,1047,1,70.37,0.00
7745,104152,1002,1,20.29,0.10
7746,104153,1053,1,33.56,0.00
7747,104153,1019,2,18.46,0.05
7748,104154,1074,1,27.33,0.00
7749,104154,1037,1,145.98,0.15
7750,104154,1061,1,10.53,0.00
7751,104154,1034,1,68.99,0.00
7752,104155,1064,1,42.55,0.00
7753,104155,1072,2,25.15,0.00
7754,104156,1050,1,79.54,0.20
7755,104157,1018,2,17.88,0.10
7756,104158,1033,1,210.53,0.20
7757,104159,1061,1,10.53,0.15
7758,104160,1032,2,104.13,0.10
7759,104160,1015,4,22.31,0.10
7760,104161,1033,1,210.53,0.15
7761,104161,1076,3,69.88,0.05
7762,104161,1055,2,50.44,0.15
7763,104162,1053,1,33.56,0.15
7764,104162,1076,1,69.88,0.00
7765,104163,1025,1,24.20,0.00
7766,104164,1048,1,18.53,0.20
7767,104164,1055,1,50.44,0.20
7768,104165,1035,2,51.62,0.00
7769,104166,1032,1,104.13,0.10
7770,104166,1078,2,68.03,0.00
7771,104167,1078,3,68.03,0.00
7772,104167,1071,2,31.77,0.20
7773,104168,1034,1,68.99,0.15
7774,104169,1018,1,17.88,0.05
7775,104170,1008,1,25.87,0.00
7776,104170,1077,1,10.69,0.00
7777,104170,1069,1,49.10,0.15
7778,104171,1045,1,85.65,0.05
7779,104171,1047,1,70.37,0.20
7780,104172,1033,1,210.53,0.00
7781,104172,1011,1,47.68,0.05
7782,104173,1006,1,38.50,0.20
7783,104174,1013,1,19.73,0.05
7784,104175,1079,1,74.62,0.15
7785,104176,1025,1,24.20,0.00
7786,104176,1059,1,46.39,0.05
7787,104177,1001,4,17.80,0.05
7788,104177,1033,2,210.53,0.00
7789,104177,1034,1,68.99,0.00
7790,104178,1016,3,23.24,0.00
7791,104178,1054,2,61.29,0.20
7792,104178,1075,1,74.40,0.00
7793,104178,1056,1,26.43,0.00
7794,104179,1036,1,193.46,0.00
7795,104179,1001,1,17.80,0.15
7796,104180,1043,1,185.49,0.00
7797,104181,1001,1,17.80,0.15
7798,104182,1040,1,123.72,0.00
7799,104182,1021,1,16.90,0.15
7800,104182,1067,1,33.59,0.10
7801,104182,1024,2,31.59,0.00
7802,104183,1066,1,18.19,0.05
7803,104184,1073,1,39.75,0.10
7804,104184,1058,2,26.06,0.10
7805,104184,1069,2,49.10,0.10
7806,104184,1041,1,81.45,0.15
7807,104185,1020,3,41.32,0.00
7808,104186,1011,1,47.68,0.00
7809,104186,1045,2,85.65,0.10
7810,104187,1056,1,26.43,0.15
7811,104187,1076,3,69.88,0.15
7812,104188,1022,1,27.34,0.00
7813,104188,1069,1,49.10,0.20
7814,104189,1068,2,35.89,0.00
7815,104189,1006,1,38.50,0.00
7816,104190,1044,2,12.75,0.00
7817,104191,1011,1,47.68,0.00
7818,104192,1018,1,17.88,0.10
7819,104192,1015,3,22.31,0.00
7820,104192,1017,3,25.52,0.00
7821,104193,1047,2,70.37,0.15
7822,104193,1076,1,69.88,0.15
7823,104193,1020,1,41.32,0.15
7824,104193,1074,1,27.33,0.15
7825,104194,1047,2,70.37,0.00
7826,104195,1016,1,23.24,0.15
7827,104196,1061,2,10.53,0.00
7828,104196,1073,2,39.75,0.15
7829,104196,1039,1,125.57,0.00
7830,104197,1051,2,25.37,0.20
7831,104198,1055,3,50.44,0.05
7832,104198,1041,1,81.45,0.20
7833,104199,1004,1,16.52,0.15
7834,104199,1015,1,22.31,0.00
7835,104199,1022,3,27.34,0.15
7836,104199,1022,3,27.34,0.00
7837,104200,1009,2,40.20,0.15
7838,104201,1042,1,205.47,0.20
7839,104202,1027,4,123.47,0.00
7840,104202,1074,2,27.33,0.00
7841,104202,1023,2,10.70,0.05
7842,104203,1012,1,6.77,0.05
7843,104204,1069,1,49.10,0.20
7844,104204,1015,2,22.31,0.10
7845,104204,1022,1,27.34,0.05
7846,104204,1046,2,47.85,0.05
7847,104205,1063,1,14.47,0.00
7848,104205,1027,4,123.47,0.00
7849,104205,1021,4,16.90,0.10
7850,104206,1012,1,6.77,0.00
7851,104206,1067,2,33.59,0.05
7852,104206,1017,2,25.52,0.00
7853,104207,1057,2,56.24,0.00
7854,104207,1066,2,18.19,0.00
7855,104207,1042,1,205.47,0.00
7856,104208,1071,1,31.77,0.20
7857,104209,1012,1,6.77,0.00
7858,104209,1002,1,20.29,0.00
7859,104210,1046,1,47.85,0.20
7860,104210,1025,3,24.20,0.05
7861,104210,1009,1,40.20,0.00
7862,104210,1063,2,14.47,0.00
7863,104211,1026,2,22.74,0.15
7864,104211,1063,2,14.47,0.05
7865,104211,1076,2,69.88,0.00
7866,104212,1002,1,20.29,0.00
7867,104213,1068,1,35.89,0.15
7868,104214,1053,1,33.56,0.10
7869,104214,1001,2,17.80,0.00
7870,104215,1011,1,47.68,0.05
7871,104216,1059,2,46.39,0.20
7872,104217,1046,1,47.85,0.05
7873,104218,1041,1,81.45,0.05
7874,104219,1036,2,193.46,0.00
7875,104220,1011,1,47.68,0.15
7876,104221,1072,1,25.15,0.00
7877,104221,1067,1,33.59,0.05
7878,104221,1059,1,46.39,0.00
7879,104221,1056,2,26.43,0.00
7880,104222,1018,1,17.88,0.00
7881,104223,1015,3,22.31,0.15
7882,104223,1077,2,10.69,0.00
7883,104223,1054,1,61.29,0.00
7884,104224,1062,3,48.81,0.10
7885,104225,1010,1,42.65,0.00
7886,104225,1065,1,56.22,0.00
7887,104225,1014,4,56.86,0.00
7888,104226,1036,2,193.46,0.15
7889,104227,1040,2,123.72,0.05
7890,104227,1027,1,123.47,0.00
7891,104227,1042,2,205.47,0.00
7892,104228,1016,1,23.24,0.15
7893,104228,1029,2,162.75,0.00
7894,104228,1051,1,25.37,0.00
7895,104228,1011,1,47.68,0.10
7896,104229,1059,1,46.39,0.00
7897,104229,1020,1,41.32,0.10
7898,104230,1005,1,56.52,0.20
7899,104230,1013,2,19.73,0.00
7900,104230,1010,3,42.65,0.00
7901,104231,1058,1,26.06,0.20
7902,104232,1026,3,22.74,0.20
7903,104233,1063,1,14.47,0.10
7904,104234,1057,1,56.24,0.15
7905,104235,1069,2,49.10,0.00
7906,104236,1020,1,41.32,0.00
7907,104237,1074,1,27.33,0.10
7908,104238,1007,1,45.10,0.00
7909,104239,1040,1,123.72,0.15
7910,104240,1043,2,185.49,0.15
7911,104240,1051,2,25.37,0.05
7912,104240,1044,1,12.75,0.00
7913,104241,1071,2,31.77,0.00
7914,104241,1075,1,74.40,0.20
7915,104241,1034,1,68.99,0.00
7916,104242,1005,1,56.52,0.00
7917,104242,1069,2,49.10,0.00
7918,104243,1062,1,48.81,0.10
7919,104243,1070,2,14.18,0.10
7920,104243,1002,1,20.29,0.20
7921,104243,1020,3,41.32,0.00
7922,104244,1042,2,205.47,0.20
7923,104245,1051,3,25.37,0.00
7924,104246,1031,1,146.40,0.00
7925,104246,1063,1,14.47,0.20
7926,104247,1049,1,53.08,0.10
7927,104248,1044,1,12.75,0.20
7928,104249,1063,1,14.47,0.00
7929,104249,1073,3,39.75,0.05
7930,104250,1018,3,17.88,0.00
7931,104251,1005,3,56.52,0.10
7932,104251,1022,4,27.34,0.15
7933,104251,1077,1,10.69,0.05
7934,104252,1005,1,56.52,0.15
7935,104253,1022,1,27.34,0.05
7936,104254,1012,1,6.77,0.00
7937,104255,1063,1,14.47,0.10
7938,104256,1020,2,41.32,0.00
7939,104256,1014,1,56.86,0.10
7940,104256,1005,2,56.52,0.00
7941,104256,1066,2,18.19,0.00
7942,104257,1035,1,51.62,0.00
7943,104257,1005,1,56.52,0.15
7944,104258,1023,1,10.70,0.00
7945,104258,1039,1,125.57,0.20
7946,104258,1018,1,17.88,0.15
7947,104259,1030,2,125.08,0.20
7948,104260,1066,2,18.19,0.00
7949,104260,1033,1,210.53,0.10
7950,104261,1020,3,41.32,0.20
7951,104261,1049,1,53.08,0.20
7952,104261,1056,3,26.43,0.05
7953,104261,1010,2,42.65,0.10
7954,104262,1016,1,23.24,0.00
7955,104262,1064,1,42.55,0.10
7956,104262,1057,2,56.24,0.10
7957,104263,1062,2,48.81,0.20
7958,104263,1001,1,17.80,0.05
7959,104264,1046,1,47.85,0.15
7960,104265,1026,1,22.74,0.00
7961,104265,1063,1,14.47,0.20
7962,104266,1039,1,125.57,0.10
7963,104267,1057,1,56.24,0.00
7964,104267,1015,4,22.31,0.00
7965,104267,1040,1,123.72,0.00
7966,104268,1012,1,6.77,0.00
7967,104269,1067,1,33.59,0.20
7968,104270,1075,2,74.40,0.15
7969,104270,1067,2,33.59,0.15
7970,104270,1026,1,22.74,0.20
7971,104270,1018,2,17.88,0.00
7972,104271,1009,2,40.20,0.20
7973,104272,1031,2,146.40,0.20
7974,104272,1075,1,74.40,0.05
7975,104272,1076,1,69.88,0.00
7976,104273,1002,1,20.29,0.05
7977,104273,1074,1,27.33,0.20
7978,104273,1021,3,16.90,0.00
7979,104273,1009,1,40.20,0.00
7980,104274,1022,1,27.34,0.15
7981,104274,1039,1,125.57,0.00
7982,104274,1070,2,14.18,0.15
7983,104275,1014,1,56.86,0.20
7984,104275,1057,1,56.24,0.00
7985,104276,1046,2,47.85,0.00
7986,104277,1026,1,22.74,0.00
7987,104277,1035,2,51.62,0.20
7988,104277,1078,3,68.03,0.10
7989,104278,1064,1,42.55,0.10
7990,104278,1026,2,22.74,0.20
7991,104279,1080,1,19.14,0.00
7992,104280,1025,1,24.20,0.00
7993,104280,1070,1,14.18,0.15
7994,104280,1055,1,50.44,0.00
7995,104280,1012,1,6.77,0.00
7996,104281,1052,1,67.85,0.15
7997,104281,1073,1,39.75,0.10
7998,104282,1016,3,23.24,0.00
7999,104283,1050,3,79.54,0.15
8000,104283,1049,2,53.08,0.00
8001,104283,1037,1,145.98,0.20
8002,104284,1009,1,40.20,0.00
8003,104284,1080,2,19.14,0.00
8004,104284,1068,3,35.89,0.05
8005,104284,1060,1,63.95,0.10
8006,104285,1022,1,27.34,0.05
8007,104286,1029,2,162.75,0.05
8008,104286,1022,1,27.34,0.00
8009,104287,1019,1,18.46,0.05
8010,104287,1069,2,49.10,0.00
8011,104288,1024,2,31.59,0.05
8012,104289,1059,1,46.39,0.00
8013,104290,1073,1,39.75,0.10
8014,104291,1065,2,56.22,0.05
8015,104291,1026,1,22.74,0.20
8016,104292,1054,3,61.29,0.00
8017,104292,1018,1,17.88,0.00
8018,104293,1049,2,53.08,0.00
8019,104293,1056,1,26.43,0.00
8020,104294,1006,1,38.50,0.00
8021,104294,1004,2,16.52,0.10
8022,104295,1055,2,50.44,0.15
8023,104296,1062,2,48.81,0.00
8024,104296,1025,2,24.20,0.00
8025,104296,1066,1,18.19,0.10
8026,104297,1044,3,12.75,0.00
8027,104297,1024,2,31.59,0.00
8028,104298,1022,4,27.34,0.05
8029,104299,1071,1,31.77,0.05
8030,104300,1035,1,51.62,0.20
8031,104300,1067,1,33.59,0.05
8032,104300,1007,1,45.10,0.00
8033,104301,1015,1,22.31,0.15
8034,104301,1050,2,79.54,0.10
8035,104302,1012,1,6.77,0.05
8036,104303,1051,1,25.37,0.00
8037,104304,1042,3,205.47,0.00
8038,104304,1061,2,10.53,0.00
8039,104305,1060,2,63.95,0.05
8040,104306,1060,4,63.95,0.00
8041,104307,1038,3,46.33,0.10
8042,104308,1010,1,42.65,0.00
8043,104309,1024,1,31.59,0.00
8044,104310,1057,2,56.24,0.00
8045,104310,1033,3,210.53,0.00
8046,104311,1071,1,31.77,0.10
8047,104311,1016,1,23.24,0.10
8048,104312,1072,1,25.15,0.05
8049,104312,1020,1,41.32,0.00
8050,104313,1001,3,17.80,0.00
8051,104314,1070,4,14.18,0.15
8052,104314,1072,1,25.15,0.05
8053,104315,1009,3,40.20,0.00
8054,104315,1024,3,31.59,0.15
8055,104315,1053,4,33.56,0.00
8056,104315,1033,1,210.53,0.00
8057,104316,1015,2,22.31,0.15
8058,104316,1026,1,22.74,0.00
8059,104317,1051,1,25.37,0.05
8060,104317,1041,1,81.45,0.00
8061,104317,1066,1,18.19,0.00
8062,104318,1064,1,42.55,0.05
8063,104318,1075,1,74.40,0.00
8064,104319,1074,4,27.33,0.15
8065,104320,1057,4,56.24,0.00
8066,104321,1018,3,17.88,0.20
8067,104322,1009,1,40.20,0.20
8068,104323,1062,2,48.81,0.15
8069,104324,1034,1,68.99,0.20
8070,104324,1034,2,68.99,0.20
8071,104324,1041,2,81.45,0.00
8072,104325,1036,2,193.46,0.20
8073,104326,1057,1,56.24,0.00
8074,104327,1050,1,79.54,0.05
8075,104327,1003,2,25.07,0.10
8076,104328,1017,2,25.52,0.05
8077,104328,1031,2,146.40,0.10
8078,104329,1005,1,56.52,0.00
8079,104329,1029,1,162.75,0.20
8080,104329,1057,2,56.24,0.00
8081,104330,1033,1,210.53,0.15
8082,104330,1056,2,26.43,0.05
8083,104330,1054,1,61.29,0.20
8084,104331,1068,1,35.89,0.20
8085,104332,1025,3,24.20,0.20
8086,104333,1050,1,79.54,0.15
8087,104333,1046,1,47.85,0.00
8088,104334,1043,1,185.49,0.05
8089,104335,1053,4,33.56,0.20
8090,104335,1015,4,22.31,0.10
8091,104336,1011,1,47.68,0.15
8092,104337,1066,3,18.19,0.00
8093,104338,1071,1,31.77,0.05
8094,104338,1029,1,162.75,0.00
8095,104339,1072,3,25.15,0.10
8096,104340,1073,1,39.75,0.00
8097,104341,1052,1,67.85,0.15
8098,104341,1010,3,42.65,0.05
8099,104342,1007,1,45.10,0.00
8100,104342,1067,1,33.59,0.05
8101,104342,1013,2,19.73,0.00
8102,104343,1036,3,193.46,0.20
8103,104343,1072,2,25.15,0.00
8104,104343,1036,1,193.46,0.00
8105,104344,1016,1,23.24,0.00
8106,104345,1046,2,47.85,0.05
8107,104345,1012,1,6.77,0.05
8108,104345,1078,2,68.03,0.00
8109,104346,1009,2,40.20,0.15
8110,104347,1042,1,205.47,0.05
8111,104347,1013,1,19.73,0.15
8112,104348,1037,1,145.98,0.10
8113,104349,1061,1,10.53,0.10
8114,104350,1011,3,47.68,0.00
8115,104350,1078,1,68.03,0.00
8116,104351,1036,1,193.46,0.05
8117,104352,1049,1,53.08,0.10
8118,104353,1080,1,19.14,0.20
8119,104354,1038,1,46.33,0.00
8120,104354,1026,2,22.74,0.00
8121,104355,1043,1,185.49,0.10
8122,104356,1054,1,61.29,0.05
8123,104357,1021,2,16.90,0.05
8124,104357,1027,3,123.47,0.20
8125,104358,1022,1,27.34,0.05
8126,104358,1034,3,68.99,0.20
8127,104359,1006,3,38.50,0.20
8128,104359,1073,2,39.75,0.00
8129,104359,1040,1,123.72,0.15
8130,104360,1044,2,12.75,0.00
8131,104361,1062,1,48.81,0.00
8132,104362,1041,2,81.45,0.20
8133,104362,1069,2,49.10,0.05
8134,104362,1006,2,38.50,0.10
8135,104363,1079,1,74.62,0.10
8136,104364,1021,1,16.90,0.20
8137,104365,1068,3,35.89,0.15
8138,104365,1026,1,22.74,0.00
8139,104365,1063,1,14.47,0.00
8140,104365,1012,1,6.77,0.20
8141,104366,1069,3,49.10,0.15
8142,104366,1011,2,47.68,0.10
8143,104367,1054,4,61.29,0.15
8144,104368,1060,2,63.95,0.00
8145,104368,1024,1,31.59,0.00
8146,104368,1059,2,46.39,0.10
8147,104368,1069,1,49.10,0.20
8148,104369,1074,1,27.33,0.05
8149,104369,1059,1,46.39,0.15
8150,104370,1044,2,12.75,0.00
8151,104370,1047,1,70.37,0.15
8152,104370,1028,1,191.46,0.20
8153,104371,1048,3,18.53,0.00
8154,104372,1007,2,45.10,0.00
8155,104372,1045,1,85.65,0.05
8156,104373,1003,4,25.07,0.20
8157,104373,1078,3,68.03,0.00
8158,104373,1069,1,49.10,0.10
8159,104374,1046,1,47.85,0.10
8160,104375,1058,1,26.06,0.15
8161,104375,1058,2,26.06,0.05
8162,104375,1072,1,25.15,0.10
8163,104375,1071,1,31.77,0.00
8164,104376,1013,1,19.73,0.10
8165,104377,1027,1,123.47,0.00
8166,104377,1069,3,49.10,0.05
8167,104377,1047,1,70.37,0.00
8168,104378,1021,2,16.90,0.00
8169,104378,1067,2,33.59,0.00
8170,104378,1002,1,20.29,0.00
8171,104378,1027,1,123.47,0.00
8172,104379,1079,3,74.62,0.20
8173,104379,1034,1,68.99,0.05
8174,104380,1024,3,31.59,0.00
8175,104380,1027,1,123.47,0.00
8176,104380,1026,2,22.74,0.20
8177,104381,1035,2,51.62,0.15
8178,104381,1068,3,35.89,0.10
8179,104382,1050,1,79.54,0.00
8180,104382,1008,2,25.87,0.00
8181,104382,1049,1,53.08,0.00
8182,104383,1009,4,40.20,0.00
8183,104384,1043,1,185.49,0.00
8184,104385,1039,1,125.57,0.00
8185,104385,1046,1,47.85,0.20
8186,104386,1059,1,46.39,0.00
8187,104387,1064,1,42.55,0.20
8188,104387,1010,1,42.65,0.20
8189,104388,1058,1,26.06,0.00
8190,104388,1011,1,47.68,0.00
8191,104389,1026,1,22.74,0.00
8192,104389,1064,1,42.55,0.20
8193,104389,1064,3,42.55,0.00
8194,104390,1011,1,47.68,0.00
8195,104390,1068,3,35.89,0.00
8196,104390,1060,2,63.95,0.15
8197,104391,1060,2,63.95,0.20
8198,104392,1016,1,23.24,0.00
8199,104393,1043,2,185.49,0.20
8200,104393,1079,3,74.62,0.00
8201,104394,1041,2,81.45,0.05
8202,104394,1035,1,51.62,0.20
8203,104395,1026,2,22.74,0.20
8204,104395,1049,1,53.08,0.00
8205,104396,1034,1,68.99,0.20
8206,104396,1046,4,47.85,0.15
8207,104397,1072,2,25.15,0.00
8208,104398,1036,1,193.46,0.00
8209,104398,1066,1,18.19,0.05
8210,104399,1049,1,53.08,0.10
8211,104400,1006,1,38.50,0.00
8212,104400,1078,2,68.03,0.05
8213,104400,1014,1,56.86,0.15
8214,104401,1035,1,51.62,0.10
8215,104401,1044,1,12.75,0.00
8216,104401,1052,1,67.85,0.05
8217,104402,1049,1,53.08,0.05
8218,104402,1074,1,27.33,0.10
8219,104403,1059,2,46.39,0.15
8220,104404,1012,2,6.77,0.00
8221,104405,1059,2,46.39,0.15
8222,104406,1069,2,49.10,0.10
8223,104407,1022,1,27.34,0.00
8224,104408,1043,1,185.49,0.10
8225,104408,1067,3,33.59,0.00
8226,104408,1018,1,17.88,0.00
8227,104408,1034,2,68.99,0.20
8228,104409,1049,2,53.08,0.15
8229,104409,1035,1,51.62,0.00
8230,104410,1075,1,74.40,0.00
8231,104411,1066,1,18.19,0.00
8232,104412,1057,1,56.24,0.15
8233,104413,1017,1,25.52,0.05
8234,104413,1020,2,41.32,0.15
8235,104414,1026,4,22.74,0.15
8236,104414,1055,1,50.44,0.00
8237,104414,1042,1,205.47,0.00
8238,104414,1049,1,53.08,0.05
8239,104415,1029,2,162.75,0.00
8240,104416,1064,3,42.55,0.15
8241,104416,1025,2,24.20,0.10
8242,104416,1069,1,49.10,0.10
8243,104416,1003,2,25.07,0.15
8244,104417,1048,1,18.53,0.15
8245,104418,1017,1,25.52,0.00
8246,104419,1075,1,74.40,0.00
8247,104419,1020,1,41.32,0.05
8248,104420,1042,4,205.47,0.10
8249,104421,1038,1,46.33,0.00
8250,104421,1053,3,33.56,0.00
8251,104421,1008,1,25.87,0.05
8252,104422,1053,1,33.56,0.00
8253,104423,1063,1,14.47,0.05
8254,104424,1005,3,56.52,0.00
8255,104425,1063,1,14.47,0.00
8256,104426,1053,1,33.56,0.05
8257,104426,1068,3,35.89,0.10
8258,104426,1063,1,14.47,0.15
8259,104427,1072,2,25.15,0.10
8260,104427,1019,1,18.46,0.00
8261,104428,1020,3,41.32,0.00
8262,104428,1051,2,25.37,0.00
8263,104429,1030,1,125.08,0.20
8264,104429,1014,3,56.86,0.00
8265,104429,1015,2,22.31,0.15
8266,104429,1030,1,125.08,0.00
